OBJECTID,AAT_z,Pct_Canopy,Pct_Impervious,Distance_from_water_m,Elevation_m,POINT_X,POINT_Y,NDVI,Albedo,Location
33990,88.86,62.54,66.02,0,19.87,347148.91,258219.35,0.294383168,0.387888812,0
32294,88,82.68,3.69,0,14.94,347050.49,258219.35,0.248932838,0.352667384,0
45940,88,2.58,0,0,12,346952.06,258219.35,0.065637819,0.305876974,0
36354,89,61.12,4.36,0,13.39,345770.96,258219.35,0.295508325,0.359147973,0
53003,88.6,40.31,83.19,0,19.6,345672.54,258219.35,0.289657742,0.387339741,0
34068,88,20.67,66.16,22.51,20.39,345574.11,258219.35,0.23327592,0.399955846,0
58920,88,40.45,55.27,50.92,21,345475.69,258219.35,0.250566274,0.404434167,0
20414,88,73.56,34.93,74.6,20.4,345377.26,258219.35,0.232810169,0.392623991,0
56066,88,37.16,50.25,90.9,20,345278.83,258219.35,0.201400578,0.394232869,0
54447,88,1.61,93.13,73.62,19.28,345190.82,258220,0.164958283,0.403639935,0
54861,88.82,9.45,95.06,643.35,17,353349.7,258317.78,0.152239785,0.378069691,0
39173,88,71.02,65.67,32.27,20.35,345475.69,258317.78,0.266466707,0.401134081,0
45116,88.02,15.81,75.88,391.1,12.6,351774.9,258317.78,0.157898366,0.379745029,0
53838,88,57.78,50.65,55.71,19.76,345377.26,258317.78,0.227539122,0.388084799,0
57239,88,9,49.64,70.02,18.92,345278.83,258317.78,0.206980586,0.398991816,0
38765,88,83.19,33.82,406.46,12.04,351873.32,258317.78,0.286263138,0.384051576,0
43466,88,50.72,9.07,635.15,17,353251.28,258317.78,0.346451879,0.408857241,0
45886,88,100,1.6,423.39,16.79,351971.75,258317.78,0.385375023,0.406385921,0
59517,88,99.72,0.68,441.69,16.34,352070.17,258317.78,0.400315583,0.418899469,0
53627,88,67.26,37.29,615.09,17,352857.57,258317.78,0.389541239,0.415978879,0
30769,88,21.79,0,628.21,17,353152.85,258317.78,0.397548616,0.429716297,0
33090,88,87.66,0,545.67,16.84,352562.3,258317.78,0.413253188,0.41819375,0
56677,88,77.27,47.61,501.75,12.77,352365.45,258317.78,0.261271596,0.415005237,0
27367,88,52.7,0,622.64,17,353054.43,258317.78,0.414923877,0.438019149,0
37556,88,69.06,13.64,618.16,17,352956,258317.78,0.379252821,0.422522388,0
58372,88,74.61,14.33,592.41,17.02,352759.15,258317.78,0.360458761,0.404645801,0
56107,88,21.41,15.09,568.73,17.3,352660.72,258317.78,0.392311275,0.427198373,0
15964,88,96.9,6.61,523.31,14.85,352463.87,258317.78,0.340416402,0.402499624,0
41238,88,53.66,68.25,481.03,12.13,352267.02,258317.78,0.279060721,0.423225388,0
37057,88,83.77,31.19,460.9,13.36,352168.6,258317.78,0.325312197,0.41867882,0
59341,88.75,0,100,377.21,13.93,351676.47,258317.78,0.081597835,0.386894941,0
58519,89,0,82.12,364.05,15.31,351578.05,258317.78,0.086688571,0.403090939,0
31082,89,0,70.49,352.42,15.42,351479.62,258317.78,0.098173589,0.418639593,0
23319,89.07,0,99.16,343.03,14.62,351381.2,258317.78,0.058946826,0.406633839,0
22566,89.09,0,100,335.51,13.25,351282.77,258317.78,0.080967188,0.384800583,0
53062,89.45,0,100,330.47,12.01,351184.35,258317.78,0.086552754,0.379830301,0
21673,89.84,0,100,328.1,12,351085.92,258317.78,0.047086574,0.403732918,0
41789,90,0,99.97,327.91,11.98,350987.5,258317.78,0.039171666,0.376654826,0
42296,89.98,0,100,328.04,11.22,350889.07,258317.78,0.074579738,0.374394171,0
55637,90,0,100,329.79,10.78,350790.65,258317.78,0.11419972,0.391484723,0
46366,90,0,100,334.23,11.12,350692.22,258317.78,0.092126153,0.391858965,0
45554,90,0,100,341.26,11.93,350593.8,258317.78,0.064613968,0.386992954,0
31893,90,0,98.31,350.06,11.98,350495.37,258317.78,0.048286423,0.381026678,0
57573,90,0,100,360.64,12.29,350396.95,258317.78,0.060254585,0.403125473,0
49356,89.85,0,100,373.34,12.09,350298.52,258317.78,0.06532713,0.411834978,0
53722,89.05,0,95.02,387.95,12,350200.09,258317.78,0.07795193,0.406282656,0
7746,89,15.57,74.44,403.69,11.85,350101.67,258317.78,0.121177711,0.422759689,0
43337,89,1.24,99.94,420.38,11.96,350003.24,258317.78,0.076632053,0.4727019,0
10155,89,0,100,438.48,12,349904.82,258317.78,0.046420433,0.449912883,0
58103,89,0,100,456.58,12,349806.39,258317.78,0.037159685,0.404024981,0
30831,89.35,0,100,473.08,12,349707.97,258317.78,0.053191099,0.40042989,0
53195,89.99,0,100,490.82,12.69,349609.54,258317.78,0.08571405,0.420169793,0
16829,90,0,100,509.23,13,349511.12,258317.78,0.129342362,0.415332243,0
59882,90,3.41,100,528.69,13.28,349412.69,258317.78,0.133046359,0.386563949,0
57439,90,16.44,92.9,548.81,13.65,349314.27,258317.78,0.13754344,0.379416533,0
57413,90,26.07,99.93,561.2,14.12,349215.84,258317.78,0.183536455,0.391164943,0
50856,90.53,0.85,70.02,532.04,14.35,349117.42,258317.78,0.125574306,0.411924533,0
47759,90.4,6.96,98.59,502.98,13.99,349018.99,258317.78,0.064641036,0.549262538,0
21984,90,0,100,474,13.82,348920.57,258317.78,0.023096187,0.560100078,0
57264,90,0,100,445.14,13.51,348822.14,258317.78,0.017034439,0.501684472,0
44712,90,0,94.97,416.45,12.79,348723.72,258317.78,0.045083594,0.421926268,0
54772,89.28,1.73,93.17,387.96,14.45,348625.29,258317.78,0.046614517,0.38505014,0
34566,89,27.76,64.24,359.71,14.87,348526.87,258317.78,0.052982926,0.375938118,0
28332,89.16,0,100,331.77,15,348428.44,258317.78,0.057644222,0.348568149,0
55178,89.06,0,100,304.23,15,348330.02,258317.78,0.075438768,0.368903838,0
39465,89,5.37,98.98,277.11,15.65,348231.59,258317.78,0.185333863,0.378825218,0
43907,89,33.16,65.46,250.6,17.7,348133.17,258317.78,0.245020792,0.382102542,0
55433,89,26.42,69.43,224.98,18.4,348034.74,258317.78,0.214939013,0.387403965,0
46883,89,38.88,69.1,200.38,18.87,347936.32,258317.78,0.150323331,0.38500689,0
48338,89,18.16,100,176.88,19,347837.89,258317.78,0.104921013,0.404578224,0
42334,89,7.53,99.72,155.29,19.27,347739.46,258317.78,0.140793473,0.398804881,0
44282,89,7.15,83.79,134.13,20,347641.04,258317.78,0.134005472,0.38081605,0
47112,89,0.04,98.58,113.83,20.13,347542.61,258317.78,0.096160397,0.388185047,0
56388,89,42.66,50.27,91.55,20.8,347444.19,258317.78,0.112270273,0.38397938,0
50845,89,5.16,93.38,65.86,20.63,347345.76,258317.78,0.136653125,0.385104269,0
51481,89,6.81,97.26,37.83,20.5,347247.34,258317.78,0.173049942,0.373769328,0
14374,89,8.34,90.58,10.48,20,347148.91,258317.78,0.185460418,0.3823312,0
55088,88.21,67.41,39.39,0,18.9,347050.49,258317.78,0.260007024,0.377343744,0
58088,88.65,39.01,0,0,12.13,346952.06,258317.78,0.13114053,0.321194828,0
33864,89,24.09,0,0,12.13,345770.96,258317.78,0.205503255,0.327726901,0
53786,88.99,70.7,53.07,0,17.28,345672.54,258317.78,0.264963478,0.379413963,0
51174,88.07,8.31,87.36,9.52,20.03,345574.11,258317.78,0.21485059,0.40113546,0
4640,88,40.25,65.85,48.84,18.19,345188.24,258318.28,0.185786158,0.409645773,0
41739,88.06,0.43,92.16,432.02,13.05,351873.32,258416.2,0.107912183,0.38233716,0
49327,88,80.66,56.78,14.72,19.84,345475.69,258416.2,0.287156671,0.400979444,0
52182,89.27,10.53,87.04,370.19,11.85,350593.8,258416.2,0.143979132,0.385734812,0
58714,89.05,25.12,87.57,359.64,10.89,350790.65,258416.2,0.199389964,0.398974791,0
4418,88,28.68,70.25,664.21,17,353251.28,258416.2,0.270361483,0.396983474,0
38689,88,93.88,11.47,465.35,15.99,352070.17,258416.2,0.302513152,0.40257901,0
58041,88,44,57.01,447.99,12.65,351971.75,258416.2,0.222200543,0.388196669,0
13556,89.13,29.6,50.64,363.72,10.66,350692.22,258416.2,0.243793383,0.400287323,0
53638,88,24.2,0,483.86,17.9,352168.6,258416.2,0.273931772,0.405900702,0
51026,88,75.19,24.53,503.24,17.24,352267.02,258416.2,0.289830208,0.402572639,0
48057,88,29.1,7.32,43.61,18.26,345377.26,258416.2,0.284382492,0.40902596,0
14891,88,58.18,0.13,657.58,17.4,353152.85,258416.2,0.333588988,0.410204046,0
57852,88,82.48,29.3,523.43,14.94,352365.45,258416.2,0.29283601,0.38649451,0
59057,88,66.58,18.59,634.45,16.38,352857.57,258416.2,0.383512408,0.409339033,0
59582,88,0,0,56.55,15.63,345278.83,258416.2,0.271254897,0.424411781,0
35458,88,51.3,55.31,565.71,13.15,352562.3,258416.2,0.376328588,0.394153856,0
58931,88,22.73,41.85,652.23,17.65,353054.43,258416.2,0.333168626,0.412588455,0
20487,88,42.68,33.37,647.93,17.41,352956,258416.2,0.339958727,0.399328992,0
52091,88,95.69,7.12,610.92,16.8,352759.15,258416.2,0.397329122,0.408980735,0
57761,88,62.13,11.67,587.98,14.86,352660.72,258416.2,0.410026193,0.421062633,0
46865,88,51.03,65.66,544.17,13.12,352463.87,258416.2,0.322522283,0.377696082,0
55626,88.83,15.11,68.49,672.12,17.51,353349.7,258416.2,0.171191171,0.376521573,0
12299,88.69,0.02,99.26,417.57,13.9,351774.9,258416.2,0.061296288,0.392477513,0
5731,89,4.29,97.29,403.97,15.92,351676.47,258416.2,0.109154515,0.398899689,0
56816,89,0.02,96.33,391.44,17.2,351578.05,258416.2,0.133348376,0.40048413,0
28930,89,0,74.79,380.65,16.16,351479.62,258416.2,0.110292308,0.401550383,0
49705,89.28,0,97.39,371.89,15.75,351381.2,258416.2,0.070037425,0.400544368,0
40373,89.58,0,100,364.89,13.98,351282.77,258416.2,0.095287055,0.395832881,0
53507,89.6,0,100,360.25,12.36,351184.35,258416.2,0.105095558,0.381217115,0
48376,89.01,0,100,358.08,12,351085.92,258416.2,0.066724494,0.374540426,0
26510,89.02,0,100,357.91,11.97,350987.5,258416.2,0.067600973,0.373319052,0
51494,89,0.68,99.86,358.04,11.01,350889.07,258416.2,0.121969208,0.383551121,0
56729,89.67,0,99.34,378.65,12,350495.37,258416.2,0.079167843,0.389999226,0
39782,89.77,0,95.47,388.45,12.85,350396.95,258416.2,0.07101997,0.400378108,0
33300,89.08,0,100,400.27,12.9,350298.52,258416.2,0.067063615,0.408822484,0
57565,89,0,99.81,413.93,12.28,350200.09,258416.2,0.053199947,0.398156568,0
21540,89,0,77.51,429.21,12.04,350101.67,258416.2,0.075362548,0.37090607,0
20319,89,7.61,97.86,445.14,12,350003.24,258416.2,0.074742325,0.366584733,0
22946,89,0,100,462.27,12,349904.82,258416.2,0.062254634,0.371995531,0
57148,89.06,0,100,480.67,12.03,349806.39,258416.2,0.062541597,0.377570353,0
31743,89.54,0,100,497.98,12.27,349707.97,258416.2,0.058531061,0.413604379,0
25814,89.91,17.34,100,514.9,12.92,349609.54,258416.2,0.154229254,0.4155818,0
36866,90,57.53,88.2,532.82,13.01,349511.12,258416.2,0.204758003,0.376491733,0
48522,90,56.68,83.77,551.46,13.23,349412.69,258416.2,0.211422622,0.361115262,0
58945,90,20.67,87.41,571.03,13.92,349314.27,258416.2,0.178329498,0.369089358,0
58189,90,40.88,69.73,568.75,14.61,349215.84,258416.2,0.235664099,0.396049991,0
44438,90,41.34,55.96,539.96,15.01,349117.42,258416.2,0.143961698,0.40300563,0
51925,90,0.64,99.51,511.31,15,349018.99,258416.2,0.076909378,0.534206592,0
49779,90,0,78.47,482.82,15.47,348920.57,258416.2,0.038265847,0.593746304,0
56023,90,0,100,454.53,14.29,348822.14,258416.2,0.021737032,0.634681583,0
40804,89.84,0.05,100,426.47,12.64,348723.72,258416.2,0.037204716,0.531156473,0
18473,89.02,7.56,93.17,398.7,14.05,348625.29,258416.2,0.048263073,0.40256761,0
59742,89,10.07,90.65,371.27,14.51,348526.87,258416.2,0.061526965,0.36788065,0
50071,89,0,100,344.19,15,348428.44,258416.2,0.076095849,0.379280411,0
58713,89,0,100,317.62,15,348330.02,258416.2,0.056769706,0.415738299,0
50981,89,19.1,90.67,291.71,15.11,348231.59,258416.2,0.110152654,0.390863083,0
14402,89.05,61.42,74.91,266.6,16.25,348133.17,258416.2,0.213383391,0.368131362,0
29065,89.57,79.45,96.79,242.35,17.96,348034.74,258416.2,0.231651351,0.375382788,0
42171,89.45,30.93,92.22,219.23,18.69,347936.32,258416.2,0.161558256,0.376306288,0
55161,89.08,7.18,98.48,197.68,19,347837.89,258416.2,0.097976029,0.403467789,0
54512,89,7.61,87.88,176.52,19.74,347739.46,258416.2,0.150094941,0.398566238,0
12295,89,22.25,83.92,156.21,20,347641.04,258416.2,0.134120688,0.39269831,0
46850,89,1.43,98.08,132.56,20.56,347542.61,258416.2,0.097420931,0.397091843,0
20796,89,0,71.07,104.72,21,347444.19,258416.2,0.122062594,0.388709232,0
51570,89,10.86,80.22,77.56,20.81,347345.76,258416.2,0.163501412,0.393405818,0
35908,89,42.52,52.09,52.1,20.97,347247.34,258416.2,0.209904179,0.390048325,0
49032,89,6.74,85.72,27.07,20.48,347148.91,258416.2,0.159722537,0.379316248,0
51333,88.63,22.95,66.03,0,19.98,347050.49,258416.2,0.261665732,0.396750942,0
22181,89,69.63,0.13,0,13.97,346952.06,258416.2,0.237071142,0.346517861,0
54164,89,0.15,0,0,12,346853.64,258416.2,0.060050499,0.299081225,0
5416,89,1.05,0,0,12,345770.96,258416.2,0.085694619,0.280311592,0
43839,89,87.25,7.29,0,12.91,345672.54,258416.2,0.261143953,0.357812643,0
53696,88.26,28.07,60.37,0,17.99,345574.11,258416.2,0.24858804,0.400454886,0
53855,88,3.14,33.74,28.74,16.47,345185.65,258416.69,0.234029084,0.427743718,0
49953,89,19.32,96.85,388.07,12,351085.92,258514.63,0.164569139,0.386464447,0
51523,89,92.89,31.18,0,17.2,346952.06,258514.63,0.301559538,0.377152153,0
15975,88,50.95,14.86,11.38,18.27,345475.69,258514.63,0.346859217,0.412529819,0
28969,88.3,15.58,71.54,489.68,12.48,352070.17,258514.63,0.135355771,0.394606069,0
57654,89,9.43,94.05,387.91,11.65,350987.5,258514.63,0.156773925,0.389977023,0
45041,89,0,0,0,12,346755.21,258514.63,0.024740664,0.292255338,0
37637,89,46.83,0,0,12.04,346853.64,258514.63,0.165263683,0.31997107,0
54240,88,23.4,71.49,687.01,17.25,353152.85,258514.63,0.182414398,0.391192623,0
59728,88,9.98,93.36,545.6,18.87,352365.45,258514.63,0.195212692,0.358044431,0
53273,89,59.68,46.2,399.28,11.1,350593.8,258514.63,0.242696568,0.393347405,0
27691,88,64.02,50.85,565.84,17.96,352463.87,258514.63,0.261792243,0.366445668,0
52426,89,66.78,45.97,388.04,11.01,350889.07,258514.63,0.271780699,0.403530151,0
57679,88,59.16,15.32,41.38,18.07,345377.26,258514.63,0.307581067,0.425385311,0
59712,88.1,14.43,24.78,507.39,14.32,352168.6,258514.63,0.175219715,0.398052521,0
59202,88,94.4,17.68,586.6,15.36,352562.3,258514.63,0.348423719,0.396733321,0
9053,89,18.88,49.57,389.52,10.98,350790.65,258514.63,0.353304029,0.427697152,0
21468,88,58.92,31.84,681.83,17.79,353054.43,258514.63,0.288900316,0.398959518,0
51878,88,31.28,17.64,653.15,13.86,352857.57,258514.63,0.363864928,0.397070088,0
25806,88,0,0,54.12,15.98,345278.83,258514.63,0.287384778,0.444431007,0
3003,88,77.49,25.39,676.54,15.23,352956,258514.63,0.384619504,0.411557928,0
36470,88,35.2,61.96,630.32,13.07,352759.15,258514.63,0.356923729,0.392535962,0
59957,88,57.23,61.66,608.11,13.33,352660.72,258514.63,0.369278848,0.407625176,0
49964,88,0.18,89.78,526.07,18.13,352267.02,258514.63,0.176409215,0.380575583,0
58954,89,39.34,17.97,393.28,10.82,350692.22,258514.63,0.365257204,0.428076535,0
59104,88.54,7.14,80.62,700.93,17.86,353349.7,258514.63,0.117954403,0.377883762,0
18595,88,31.27,90.56,693.36,17.25,353251.28,258514.63,0.115185484,0.381465405,0
44978,88.5,0,99.63,473.22,13.4,351971.75,258514.63,0.075248167,0.390520431,0
55379,88.91,0,100,458.13,14.59,351873.32,258514.63,0.053798664,0.396312513,0
13530,89,29.59,82.35,444.29,16.53,351774.9,258514.63,0.111049399,0.395535827,0
59981,89,54.12,39.69,431.09,17.02,351676.47,258514.63,0.201827168,0.392760225,0
46646,89,70.86,55.45,419.19,17.14,351578.05,258514.63,0.172519967,0.383033119,0
50559,89.5,1.73,78.57,409.14,16.43,351479.62,258514.63,0.113550194,0.380789414,0
57843,89.98,0,65.25,400.85,16.18,351381.2,258514.63,0.096625388,0.400461741,0
46354,89.23,0,98.08,394.36,14.57,351282.77,258514.63,0.142480895,0.412626825,0
38397,89,0,88.63,390.07,11.82,351184.35,258514.63,0.188371405,0.397952162,0
55471,89,0,100,407.35,12,350495.37,258514.63,0.12963438,0.397148318,0
38189,89,0,99.41,416.57,12.46,350396.95,258514.63,0.067966193,0.38577158,0
30880,89,0,100,427.61,13,350298.52,258514.63,0.043985579,0.381381139,0
10103,89,0,100,440.42,13,350200.09,258514.63,0.037760772,0.385039076,0
52362,89,0,95.32,454.85,12.37,350101.67,258514.63,0.050090417,0.360294171,0
52515,89,7.58,100,470.5,12,350003.24,258514.63,0.105798706,0.372566357,0
59827,89,0,100,486.75,12,349904.82,258514.63,0.07442759,0.373317488,0
52070,89,6.71,100,504.26,12.23,349806.39,258514.63,0.075512275,0.390086956,0
57044,89.01,15.09,93.32,522.9,12.9,349707.97,258514.63,0.12947835,0.401942544,0
57232,89.33,61.15,85,539.54,13,349609.54,258514.63,0.223379448,0.37610922,0
50336,90,43.65,77.34,556.82,13.09,349511.12,258514.63,0.190254971,0.352815241,0
43554,90,58.08,86.4,574.88,13.54,349412.69,258514.63,0.198789909,0.371237025,0
54045,90,56.15,70.36,593.71,14,349314.27,258514.63,0.203423247,0.387073308,0
25440,90,32.73,96.09,577.69,14.26,349215.84,258514.63,0.190600738,0.391556546,0
31645,90,7.68,100,549.37,14.87,349117.42,258514.63,0.089849889,0.398600847,0
57920,90,0.42,100,521.24,15.35,349018.99,258514.63,0.067460507,0.421966277,0
49496,90,7.61,99.99,493.32,15.5,348920.57,258514.63,0.049628615,0.604080521,0
39767,90,0,100,465.67,13.97,348822.14,258514.63,0.034151904,0.716340542,0
7540,89.78,0,100,438.32,12.8,348723.72,258514.63,0.035493065,0.639694706,0
47630,89.16,0,91.73,411.27,12.89,348625.29,258514.63,0.053066749,0.437605008,0
39741,89,7.61,99.6,384.65,14.47,348526.87,258514.63,0.060714174,0.37789315,0
58128,89.08,0,100,358.57,14.93,348428.44,258514.63,0.063620254,0.419555679,0
54155,89,0,100,333.14,15,348330.02,258514.63,0.045125496,0.465591662,0
8663,89,0,100,308.45,15,348231.59,258514.63,0.047393352,0.412834883,0
44989,89.47,0.45,99.93,284.45,16.02,348133.17,258514.63,0.121072479,0.357228257,0
58539,89.85,20.71,74.7,261.59,18.31,348034.74,258514.63,0.177260131,0.368852243,0
45895,89.44,0.54,95.79,240.09,18.65,347936.32,258514.63,0.126771837,0.387269706,0
4129,89.19,0.56,99.94,218.92,19.09,347837.89,258514.63,0.101765931,0.411322154,0
39035,89,26.24,78.52,198.59,20.72,347739.46,258514.63,0.179084823,0.407435335,0
59467,89,0.02,92.51,171.73,20.14,347641.04,258514.63,0.159854919,0.406337828,0
56177,89,38.56,67.64,144.64,20.78,347542.61,258514.63,0.141560957,0.403520204,0
28627,89,15.25,84.56,118.5,21,347444.19,258514.63,0.143011898,0.392660014,0
1587,89,25.75,82.54,93.24,20.91,347345.76,258514.63,0.157483801,0.395862572,0
58014,89,13.43,86.76,64.57,20.56,347247.34,258514.63,0.155995294,0.399759784,0
35481,88.96,0,98.67,36.45,20.32,347148.91,258514.63,0.152530923,0.405768268,0
40375,88.59,65.6,90.06,9.06,20.22,347050.49,258514.63,0.254772365,0.405193791,0
42468,89,35.07,0,0,12.01,345672.54,258514.63,0.193778872,0.320764631,0
59105,88.44,81.49,13.52,0,14.27,345574.11,258514.63,0.309404194,0.389523693,0
28246,88,6.85,31.06,24.12,16.22,345181.93,258515.51,0.23286438,0.439381115,0
24130,88,0.75,96.13,0,16.5,345128.82,258551.66,0.214075491,0.435860045,0
41134,88,36.62,99.91,716.48,17.45,353152.85,258613.05,0.130577862,0.388404131,0
57031,89,24.21,0,0,12,345672.54,258613.05,0.177519739,0.330832675,0
8950,89,1.42,96.47,436.06,11.96,350495.37,258613.05,0.156857923,0.396981724,0
56800,89,0,89.85,531.49,12.27,352168.6,258613.05,0.083184555,0.392194539,0
26471,88.4,81.07,0,0,13.29,345574.11,258613.05,0.323414564,0.398013853,0
58854,88.98,19.37,74.23,418.06,11.78,351085.92,258613.05,0.227077112,0.398925617,0
41076,88.58,37.75,81.48,4.66,20.42,346952.06,258613.05,0.294256836,0.392885059,0
4066,88,51.25,74.62,608.24,18.96,352562.3,258613.05,0.212635458,0.386186615,0
46668,88,71.47,44.94,711.47,17.47,353054.43,258613.05,0.264284432,0.38969744,0
35422,88.9,0,56.42,549.48,12.78,352267.02,258613.05,0.141467869,0.383275822,0
43669,88,63.09,26.03,672.66,14.41,352857.57,258613.05,0.360272288,0.408639833,0
56078,88,96.23,22.9,650.52,16.05,352759.15,258613.05,0.353492528,0.410009473,0
54233,88,96.11,23.12,629.03,18.11,352660.72,258613.05,0.307730764,0.451271869,0
54452,88,0,10.91,24.34,16,345180.41,258613.05,0.239765823,0.445962288,0
51163,89,54.6,7.79,428.49,10.41,350593.8,258613.05,0.312911123,0.408966392,0
587,88,82.46,0,13.26,16.65,345475.69,258613.05,0.380318552,0.423088931,0
24542,88.43,0,70.67,568.3,17.21,352365.45,258613.05,0.14543578,0.359591507,0
21498,88,0,0,54.3,16,345278.83,258613.05,0.269777238,0.453326963,0
56692,88.43,0.13,0,419.41,11,350790.65,258613.05,0.419642866,0.453497171,0
4778,89,39.41,0,0,12.19,346755.21,258613.05,0.184869319,0.329244174,0
55126,88,67.81,24.6,695.4,14.6,352956,258613.05,0.338747442,0.407285877,0
20382,88,1.96,99.64,587.96,18.99,352463.87,258613.05,0.148185492,0.350704752,0
45666,88.75,0.74,49.66,417.91,11.01,350987.5,258613.05,0.29381305,0.417087898,0
51590,88.7,0,7.9,418.04,11,350889.07,258613.05,0.393975228,0.443430208,0
56443,88.71,0.06,5.6,422.91,11,350692.22,258613.05,0.396086037,0.447348431,0
55062,89,96.02,7.97,0,16.16,346853.64,258613.05,0.31701678,0.375332646,0
58525,88,48.58,0,42.68,17.15,345377.26,258613.05,0.293884248,0.433076322,0
58789,88,24.82,85.4,729.84,18.63,353349.7,258613.05,0.172250748,0.374903195,0
58328,88,16.63,87.69,722.57,18.09,353251.28,258613.05,0.111835323,0.368753113,0
56708,89,0,100,514.61,13.71,352070.17,258613.05,0.047528494,0.391862355,0
55802,89,0,95.22,498.97,15.58,351971.75,258613.05,0.077532433,0.392743983,0
37079,89,4.4,66.54,484.63,16.97,351873.32,258613.05,0.119385689,0.388543792,0
37446,89,51.93,43.86,471.05,17,351774.9,258613.05,0.204924121,0.384944268,0
57153,89,72.69,40.67,458.42,17,351676.47,258613.05,0.205535844,0.379595086,0
4909,89,8.67,75.83,447.24,17,351578.05,258613.05,0.157506913,0.38007237,0
53931,89.3,7.68,88.91,437.82,16.68,351479.62,258613.05,0.118049182,0.376690216,0
25303,89.51,0,94.04,429.95,16.05,351381.2,258613.05,0.104135647,0.390605033,0
53510,89,0,100,423.9,14.67,351282.77,258613.05,0.114559874,0.413795933,0
42899,89,0,99.3,419.92,12.44,351184.35,258613.05,0.207292676,0.416080468,0
22418,89,0,100,444.93,12.06,350396.95,258613.05,0.073661931,0.386802443,0
53138,89,0,100,455.28,12.95,350298.52,258613.05,0.036900595,0.359809138,0
39483,89,0,100,467.34,13,350200.09,258613.05,0.034923486,0.362694748,0
47487,89,0,100,480.96,12.54,350101.67,258613.05,0.046676222,0.36827933,0
24609,89,0,100,496.03,12.33,350003.24,258613.05,0.092937276,0.372647494,0
57230,89,7.52,78.75,511.82,12.01,349904.82,258613.05,0.119301811,0.382935963,0
55173,89,29.89,71.72,528.5,12.77,349806.39,258613.05,0.162418902,0.389237665,0
51768,89,62.85,66.29,546.31,13,349707.97,258613.05,0.251378328,0.399424322,0
21618,89.01,85.77,18.34,564.7,13,349609.54,258613.05,0.257124066,0.381218344,0
44175,89.37,21.26,64.27,581.23,13.04,349511.12,258613.05,0.139253378,0.367550105,0
33440,89.83,33.26,97.49,598.8,13.09,349412.69,258613.05,0.137462929,0.385006033,0
21249,90,7.83,97.87,616.03,13.27,349314.27,258613.05,0.131090373,0.397870243,0
52666,90,21.7,98.86,588.03,14.04,349215.84,258613.05,0.143554047,0.389027186,0
57142,90,0,96.23,560.23,15.14,349117.42,258613.05,0.106516831,0.395624563,0
9563,90,0,100,532.67,16,349018.99,258613.05,0.068742655,0.395550169,0
54789,90,15.66,100,505.38,15.61,348920.57,258613.05,0.071165122,0.515985191,0
59489,90,0,100,478.36,13.18,348822.14,258613.05,0.06910374,0.584008582,0
57847,90,1.25,100,451.7,13.06,348723.72,258613.05,0.055145163,0.546032451,0
56527,89.49,0.31,99.94,425.5,12.89,348625.29,258613.05,0.087026812,0.435017757,0
50035,89,18.74,94.94,399.83,14.14,348526.87,258613.05,0.097582586,0.390038677,0
45463,89,0,100,374.76,14.47,348428.44,258613.05,0.066025503,0.426596627,0
46348,89,0,100,350.36,15,348330.02,258613.05,0.039900061,0.482293405,0
57965,89.02,0,100,326.63,15.01,348231.59,258613.05,0.036882166,0.462764502,0
59536,89.05,0,99.86,303.97,15.88,348133.17,258613.05,0.079350621,0.402623341,0
50875,89,8.42,84.67,282.5,18.05,348034.74,258613.05,0.120230809,0.37880294,0
39067,89.2,0,99.94,261.32,18.22,347936.32,258613.05,0.099279709,0.390279442,0
38346,89.75,0,94.71,238.78,19.24,347837.89,258613.05,0.116048992,0.397495031,0
49689,89.09,26.06,76.71,211.73,20.65,347739.46,258613.05,0.165475428,0.4008504,0
48394,89,19.09,90.05,185.34,20.01,347641.04,258613.05,0.153269768,0.40559303,0
59344,89,14.06,85.97,159.43,20.5,347542.61,258613.05,0.131486371,0.397669114,0
54897,89,0,91.28,131.15,20.87,347444.19,258613.05,0.109977014,0.377006978,0
39187,89,3.28,99.16,103.34,20.95,347345.76,258613.05,0.108545594,0.37723165,0
58187,89,5.48,100,76.14,21.01,347247.34,258613.05,0.110401124,0.383248813,0
39260,88.83,15.17,95.8,49.48,20.98,347148.91,258613.05,0.164350912,0.392486192,0
44953,88.01,51.71,62.4,23.48,20.57,347050.49,258613.05,0.242678046,0.400579907,0
56216,88,0,99.63,0,15.72,345119.16,258625.74,0.222373351,0.440043993,0
19887,88,25.11,85.57,737.67,17.92,353054.43,258711.48,0.182077572,0.380543918,0
35770,89,0,76.15,464.9,11.91,350495.37,258711.48,0.124473862,0.362293907,0
33520,88.96,16.04,93.93,448.05,11.7,351085.92,258711.48,0.194981202,0.390819088,0
27065,88.99,0,67.16,591.63,11.87,352365.45,258711.48,0.130450666,0.395631939,0
44352,88.93,10.67,50.2,457.8,10.88,350593.8,258711.48,0.22191231,0.372833386,0
54227,88,14.23,100,650.65,18.84,352660.72,258711.48,0.155414149,0.537182093,0
43647,88,64.6,50.16,715.02,17.85,352956,258711.48,0.224912852,0.406789146,0
6222,89,23.5,0,0,12.02,346656.79,258711.48,0.132408991,0.319960602,0
54719,88.12,31.14,85.19,34.66,20.97,346952.06,258711.48,0.205351308,0.395600013,0
14641,89.27,36.02,0,0,12.83,345672.54,258711.48,0.208076596,0.37416406,0
