OBJECTID,AAT_z,Pct_Canopy,Pct_Impervious,Distance_from_water_m,Elevation_m,POINT_X,POINT_Y,NDVI,Albedo,Location
20063,86.74,15.63,50.97,383.04,35.16,341243.4,274262.66,0.259605736,0.399174877,0
31976,87,0,52.09,365.59,35.68,341144.98,274262.66,0.276075989,0.407134667,0
45514,87,6.46,61.07,349.84,35.01,341046.55,274262.66,0.241804779,0.401427373,0
2125,87,23.78,86.63,336.01,34.29,340948.13,274262.66,0.247216031,0.404285602,0
36177,85.83,100,0,426.59,44.01,337995.37,274262.66,0.408399016,0.421064086,0
39128,86,98.98,0,452.03,41.1,337896.94,274262.66,0.392458558,0.416481123,0
27703,86.28,62.81,47.29,471.23,39.55,337798.52,274262.66,0.324480355,0.405503884,0
44144,86.93,93.39,52.36,465.15,38.74,337700.09,274262.66,0.341287494,0.419271737,0
22886,87,92.71,28.06,457.66,39.5,337601.67,274262.66,0.390912682,0.412462726,0
10650,87.01,94.25,20.27,439.38,37.52,337503.24,274262.66,0.268544942,0.407796614,0
33119,87.63,91.82,20.99,422.33,35.43,337404.82,274262.66,0.347640157,0.425608344,0
24193,88,100,0.32,406.46,33.72,337306.39,274262.66,0.424743503,0.42955447,0
23768,88,70.59,42.84,391.92,33.32,337207.97,274262.66,0.286428094,0.401184857,0
45377,88.38,4.39,97.57,368.82,33,337109.54,274262.66,0.156395644,0.415573865,0
6796,89,58.68,70.52,338.93,32.36,337011.12,274262.66,0.249195144,0.40210858,0
32273,89.42,13.6,74.61,309.06,31.56,336912.69,274262.66,0.263734162,0.420875065,0
34304,90,5.19,66.8,279.21,30.95,336814.27,274262.66,0.235277861,0.401923694,0
40940,90,1.32,52.72,249.37,30.15,336715.84,274262.66,0.305674911,0.421372876,0
14424,90,9.97,69.43,219.53,29.97,336617.42,274262.66,0.20197089,0.394278467,0
41680,90,40.23,54.28,189.74,29.91,336518.99,274262.66,0.209696248,0.402294844,0
44804,89.89,31.73,78.07,159.92,30,336420.57,274262.66,0.194083065,0.401000083,0
39852,89,51.85,48.65,129.92,29.61,336322.14,274262.66,0.296028316,0.423439108,0
10972,89,29.59,83.89,99.92,29.39,336223.72,274262.66,0.210508674,0.386938415,0
38365,89,1.6,86.4,69.92,29.16,336125.29,274262.66,0.193096399,0.379851125,0
6277,89,8.42,80.37,39.92,29.06,336026.87,274262.66,0.223019153,0.388194397,0
41743,89,78.14,30.85,9.92,28.76,335928.44,274262.66,0.363914132,0.408510044,0
45474,88,45.51,69.99,278.71,23.63,346853.64,274361.08,0.261501163,0.390739143,0
46037,88,32.61,64.87,0,21.71,343408.76,274361.08,0.304400653,0.405076928,0
10737,88,6.43,82.69,105.44,20,346263.09,274361.08,0.172941595,0.39730981,0
8144,84,42.07,37.55,312.26,52.89,338389.07,274361.08,0.412314892,0.431873575,0
26472,88.71,53.11,54.33,107.72,19.71,352660.72,274361.08,0.201012254,0.401091389,0
42064,88,34.21,82.83,0,21.96,343605.61,274361.08,0.267657548,0.403544418,0
46450,88,100,43.87,190.72,20.06,346558.36,274361.08,0.414397269,0.429364517,0
34278,87,12.36,47.61,296.34,34,340849.7,274361.08,0.163387239,0.381267481,0
2974,88,94.58,3.31,249.24,22.45,346755.21,274361.08,0.386160463,0.409997627,0
26556,88,68.49,23.09,133.31,20,346361.51,274361.08,0.340628535,0.393019281,0
37646,85,71.47,0,385.18,52.22,338093.8,274361.08,0.42995894,0.453892425,0
40728,88,100,23.55,219.9,20.59,346656.79,274361.08,0.452435732,0.425177105,0
8671,88,100,9.35,161.83,19.93,346459.94,274361.08,0.440269381,0.43266166,0
41125,84,55.58,5.75,208.52,34.55,340259.15,274361.08,0.422076344,0.462102741,0
34009,84,27.4,0,208.32,52.43,338979.62,274361.08,0.395492405,0.453013927,0
8938,88,82.87,30.68,0,20.74,343507.18,274361.08,0.349381268,0.400728956,0
47002,86.99,0,12.09,283.52,34,340751.28,274361.08,0.172998115,0.409723856,0
33646,85.13,0,19.99,231.1,34.27,340456,274361.08,0.239165574,0.444671251,0
32751,84,3.01,0,200.64,34.74,339963.87,274361.08,0.423397422,0.46506878,0
1672,84,9.56,0,209.23,37.11,339767.02,274361.08,0.457799733,0.472462922,0
27875,84,0,0,207.68,44.84,339471.75,274361.08,0.476286739,0.499877594,0
33718,84,72.32,0,199.15,49.13,339274.9,274361.08,0.395522296,0.449372828,0
17275,84,51.38,0,233.09,54.22,338782.77,274361.08,0.435950398,0.488297604,0
12054,84,64.81,0,290.1,53.87,338487.5,274361.08,0.462023824,0.46871271,0
46410,84.86,0,0,360.02,52.89,338192.22,274361.08,0.367066085,0.442115739,0
44832,86.14,0,18.43,264.26,34,340652.85,274361.08,0.188634902,0.417082123,0
11429,86,0,20.15,246.86,34.02,340554.43,274361.08,0.252525061,0.438985638,0
36861,84.19,0,23.45,218.14,34.35,340357.57,274361.08,0.301074952,0.449388325,0
26413,84,88.03,0,202.54,33.56,340160.72,274361.08,0.406363159,0.443644859,0
2742,84,9.51,0,200.64,33.87,340062.3,274361.08,0.494172543,0.499751605,0
35918,84,82.83,0,202.91,37.04,339865.45,274361.08,0.390231252,0.434674211,0
45122,84,17.2,0,219.19,38.65,339668.6,274361.08,0.475472778,0.495606177,0
41543,84,71.32,0,218.09,42.56,339570.17,274361.08,0.37665984,0.452146269,0
6639,84,0.43,0,201.24,46.68,339373.32,274361.08,0.470809251,0.498893783,0
44374,84,0,0,199.16,50.47,339176.47,274361.08,0.455658376,0.494303033,0
35933,84,0,0,201.57,51.71,339078.05,274361.08,0.451595366,0.495184809,0
30586,84,0,0,219.01,53.62,338881.2,274361.08,0.476237267,0.503107198,0
38053,84,78.54,0,250,54.27,338684.35,274361.08,0.441011161,0.452921688,0
35713,84,0,0,269.19,53.98,338585.92,274361.08,0.483807951,0.507236048,0
45871,84.02,0,0,335.65,53,338290.65,274361.08,0.396563679,0.446557216,0
32915,88,80.58,56.31,290.31,31.3,353349.7,274361.08,0.317814946,0.367404073,0
39932,88,87.5,22.96,263.02,25.54,353251.28,274361.08,0.364595234,0.385300405,0
29393,88,41.66,49.77,236.2,21.73,353152.85,274361.08,0.196170732,0.327013954,0
38657,88,19.53,61.09,210.01,21.06,353054.43,274361.08,0.144796237,0.328902453,0
42461,88,10.24,85.79,183.82,21,352956,274361.08,0.136754125,0.366407745,0
46012,88.61,0,85.85,158.61,20.46,352857.57,274361.08,0.088505603,0.353066027,0
34953,88.87,3.98,93.82,133.71,20.16,352759.15,274361.08,0.115286849,0.378091223,0
45535,88.99,9.04,95.77,77.79,17.16,352562.3,274361.08,0.118758328,0.363914147,0
45643,89,28.84,62.62,47.86,12.15,352463.87,274361.08,0.120240688,0.35988491,0
30493,89,30.1,100,17.92,10.25,352365.45,274361.08,0.106746629,0.392212682,0
24868,89,19.63,100,0,8.74,352267.02,274361.08,0.166016638,0.392207578,0
15386,89,81.57,18.74,0,6.23,352168.6,274361.08,0.257701516,0.403060354,0
42588,89.09,17.15,88.5,0,6.98,352070.17,274361.08,0.156532422,0.419977978,0
9626,89.59,0,77.68,9,6.55,351971.75,274361.08,0.107148163,0.413938947,0
38435,89.67,10.77,92.54,37.05,7,351873.32,274361.08,0.13337177,0.401127376,0
20462,89.11,18.29,100,65.61,8.1,351774.9,274361.08,0.116626531,0.381934345,0
33847,89,7.9,100,94.86,8.8,351676.47,274361.08,0.080787636,0.369530842,0
40428,89,19.81,64.64,124.37,9.34,351578.05,274361.08,0.108931765,0.367798954,0
14287,89,28.08,89.54,153.93,10.01,351479.62,274361.08,0.131580576,0.376244038,0
44006,89,18.24,91.76,183.56,10.59,351381.2,274361.08,0.124729775,0.375425257,0
19545,88.95,8.45,68.23,213.27,6.55,351282.77,274361.08,0.099696636,0.367602073,0
19322,88.66,0,95,243.05,11.79,351184.35,274361.08,0.066923343,0.365810804,0
38610,88.44,23.58,39.42,272.88,12.83,351085.92,274361.08,0.111991629,0.37402492,0
44117,88.08,2.06,58.73,302.74,13.38,350987.5,274361.08,0.202608943,0.382711478,0
18855,88,15.03,34.22,332.62,13.28,350889.07,274361.08,0.182447702,0.363778472,0
33219,88,0,99.49,362.51,13.58,350790.65,274361.08,0.040670056,0.336983055,0
45466,88,0,100,392.42,14.35,350692.22,274361.08,0.040487126,0.362163149,0
949,88,0,100,422.34,15.48,350593.8,274361.08,0.037111413,0.356038846,0
13616,88,0,93.54,452.27,16.89,350495.37,274361.08,0.084468752,0.361499861,0
37631,88,3.67,97.09,482.21,18.82,350396.95,274361.08,0.126144364,0.379874632,0
10223,88,20.7,83.79,512.16,21.02,350298.52,274361.08,0.134133562,0.429315157,0
39901,88,24.92,59.01,542.11,24.29,350200.09,274361.08,0.133645341,0.475222431,0
40640,88,16.57,78.61,572.07,24.28,350101.67,274361.08,0.120688617,0.411376841,0
45450,88,0,100,602.03,24.72,350003.24,274361.08,0.07224834,0.376150943,0
450,88,0.21,94.79,632,24.96,349904.82,274361.08,0.074770682,0.391234867,0
10453,87.67,0,89.35,661.97,25,349806.39,274361.08,0.058626369,0.399564318,0
35465,87.42,6.76,95.62,691.94,25,349707.97,274361.08,0.091206558,0.398207344,0
38624,87.21,0.83,90.57,721.9,25,349609.54,274361.08,0.093952537,0.389075614,0
35949,87,0,85.07,751.86,24.71,349511.12,274361.08,0.120462678,0.388232693,0
35807,87,6.55,89.3,771.19,24.14,349412.69,274361.08,0.075641885,0.368186049,0
45162,87.29,0,96.32,764.62,24.16,349314.27,274361.08,0.089702033,0.366193578,0
34948,87.96,23.07,75.95,758.98,24.05,349215.84,274361.08,0.107484661,0.373571888,0
40444,88,60.74,76.82,754.4,23.97,349117.42,274361.08,0.142407775,0.368902907,0
37521,88,51.58,67.45,750.05,24.12,349018.99,274361.08,0.213567585,0.380516164,0
34468,88,24.73,77.96,746.03,24.86,348920.57,274361.08,0.153898209,0.374117792,0
37415,88,50.78,82.02,742.2,25,348822.14,274361.08,0.151946127,0.369348079,0
43854,88,3.36,85.88,739.49,25,348723.72,274361.08,0.125760362,0.366792716,0
42723,88,0.24,93.69,737.97,24.91,348625.29,274361.08,0.105861157,0.355032571,0
5309,88,22.88,98.41,737.28,24.51,348526.87,274361.08,0.116674997,0.36356587,0
30172,88,55.49,23.55,737.27,23.5,348428.44,274361.08,0.195365816,0.37669722,0
9014,88,46.61,68.07,725.18,21.06,348330.02,274361.08,0.19806172,0.386014357,0
45155,88,59.97,29.53,695.79,19.42,348231.59,274361.08,0.171050996,0.397874564,0
19759,88,0,71.66,665.94,17.25,348133.17,274361.08,0.131990761,0.419468209,0
30149,88,45.48,75.94,636.05,17.02,348034.74,274361.08,0.192524225,0.462990292,0
26683,88,74.87,60.16,606.15,20.17,347936.32,274361.08,0.195136577,0.444331877,0
7982,88,50.99,52.39,576.28,21.97,347837.89,274361.08,0.186499849,0.374708809,0
47115,88,15.29,79.01,546.41,21.93,347739.46,274361.08,0.185259238,0.382246561,0
30253,88.3,11.89,94.43,516.55,21.2,347641.04,274361.08,0.110215567,0.366120189,0
16304,88.94,7.54,100,486.71,21.74,347542.61,274361.08,0.072196253,0.327973664,0
44379,88.99,0,100,456.88,22,347444.19,274361.08,0.049279157,0.318717808,0
43691,89,7.61,100,427.09,22,347345.76,274361.08,0.044936825,0.355642624,0
5861,89,0,100,397.32,22,347247.34,274361.08,0.073815823,0.499286093,0
10549,89,26.04,76.41,367.59,22.38,347148.91,274361.08,0.19354713,0.394810997,0
39210,88.37,10.39,89.63,337.91,23.03,347050.49,274361.08,0.133096889,0.376708992,0
35154,88,9.54,85.06,308.28,23,346952.06,274361.08,0.148761228,0.375310853,0
35292,88.47,0,94.85,78.68,20.41,346164.66,274361.08,0.092936985,0.378200188,0
33203,89,0,99.19,54.15,23.64,346066.24,274361.08,0.066694029,0.334234238,0
46345,89,30.51,53.53,34.41,24.68,345967.81,274361.08,0.120679095,0.343198627,0
44462,88.87,2.92,95.97,24.79,23.95,345869.39,274361.08,0.0944876,0.353781171,0
42326,88.32,7.61,100,22.98,23.9,345770.96,274361.08,0.067367762,0.359539762,0
33084,88,22.02,99.38,21.7,23.44,345672.54,274361.08,0.100530773,0.405394882,0
19643,88,45.54,57.13,21.9,23.5,345574.11,274361.08,0.236131147,0.423778296,0
30752,88,96.98,33.38,22.84,24.55,345475.69,274361.08,0.376370966,0.424141921,0
29652,88,19.26,76.83,25.32,25,345377.26,274361.08,0.267766863,0.39259512,0
13405,88,13.77,67.52,30.77,25.86,345278.83,274361.08,0.267460048,0.406971574,0
10221,88,45.38,68.32,35.46,26.15,345180.41,274361.08,0.308742404,0.411969312,0
45077,88,20.24,75.2,37.6,26.16,345081.98,274361.08,0.253436893,0.419384725,0
30335,88,8.41,34.39,39.68,26.37,344983.56,274361.08,0.302821368,0.407782644,0
8683,88,7.61,78.76,42.14,26.06,344885.13,274361.08,0.222238272,0.417028032,0
23538,88,3.21,60.03,44.44,26.27,344786.71,274361.08,0.185681835,0.395245366,0
29871,88,12.21,55.99,45.43,24.08,344688.28,274361.08,0.242017046,0.395234674,0
35952,87.75,45.32,86.26,50.21,23.13,344589.86,274361.08,0.234230235,0.377586782,0
39575,87.87,78.87,47.82,56.27,23.34,344491.43,274361.08,0.243090928,0.391636342,0
3858,88,4.54,76.92,64.44,22.08,344393.01,274361.08,0.24562569,0.403293334,0
45825,88,17.81,85.92,72.03,22,344294.58,274361.08,0.219977185,0.412654094,0
6644,88,83.76,59.29,78.24,22,344196.16,274361.08,0.273067266,0.406625755,0
31276,88,41.82,84.46,83.82,22,344097.73,274361.08,0.214112759,0.384524614,0
8471,88,46.36,78.8,89.77,22,343999.31,274361.08,0.258462101,0.400772504,0
1798,88,4.81,71.42,69.86,22,343900.88,274361.08,0.263405144,0.414150543,0
21978,88,11.2,83.43,41.44,22,343802.46,274361.08,0.214390099,0.403612368,0
32406,88,19.73,66.26,11.46,22,343704.03,274361.08,0.226291612,0.401741117,0
41033,88,78.05,43.19,0,22.54,343310.33,274361.08,0.272889763,0.402615443,0
40899,88,28.72,92.92,0,22.56,343211.91,274361.08,0.132997736,0.380218476,0
39227,88,18.47,83.32,7.63,23.03,343113.48,274361.08,0.14569281,0.39556928,0
29959,88,18.41,71.94,29.07,25.84,343015.05,274361.08,0.163247257,0.395029746,0
44370,88,9.18,86.73,50.65,27.46,342916.63,274361.08,0.165377602,0.395114385,0
39633,88,0,82.76,72.22,27.29,342818.2,274361.08,0.231028378,0.407752581,0
38075,88,11.24,90.57,93.8,26.06,342719.78,274361.08,0.210705251,0.398877412,0
7898,88,28.87,61.63,115.37,26.27,342621.35,274361.08,0.239135101,0.393734053,0
27938,88,0,63.65,136.95,25.17,342522.93,274361.08,0.217212453,0.404639654,0
8331,88,14.63,75.87,158.52,24.32,342424.5,274361.08,0.233468458,0.414040238,0
47155,88,33.24,34.97,180.1,24.43,342326.08,274361.08,0.263687193,0.411812067,0
33150,88,0,81.91,201.67,25,342227.65,274361.08,0.252726704,0.416541211,0
44234,88,16.69,40.07,223.25,26.54,342129.23,274361.08,0.282061636,0.404399075,0
34239,87.95,7.17,96.83,244.82,29.12,342030.8,274361.08,0.168700591,0.378905088,0
5510,87.26,16.28,55.3,266.4,31.29,341932.38,274361.08,0.188102096,0.394258164,0
39062,87,58.48,61.78,287.97,32.4,341833.95,274361.08,0.287576854,0.405175947,0
24652,87,39.98,66.71,309.55,32.4,341735.53,274361.08,0.265933573,0.401744656,0
25987,86.78,14.08,77.55,331.13,32.82,341637.1,274361.08,0.226167932,0.407000072,0
40279,86.01,24.72,89.65,352.7,33.05,341538.68,274361.08,0.175453335,0.403646082,0
18817,86.23,30.23,64.66,374.87,33.38,341440.25,274361.08,0.234467953,0.407352112,0
39126,87,51.49,56.78,379.79,34.05,341341.83,274361.08,0.309480637,0.404814519,0
41506,87,64.1,66.38,359.68,34.34,341243.4,274361.08,0.315261573,0.403015018,0
34978,87,50.41,45.38,341.03,34.7,341144.98,274361.08,0.303891361,0.404191576,0
10325,87,21.91,69.26,324.09,34.49,341046.55,274361.08,0.265633613,0.393387414,0
46021,87,13.78,76.19,309.14,34.05,340948.13,274361.08,0.249977291,0.39295461,0
39613,85.35,100,0,410.99,46.51,337995.37,274361.08,0.457902342,0.436686724,0
33936,85.93,100,0,437.26,43.86,337896.94,274361.08,0.436251998,0.419033542,0
43937,86,68.84,30.7,463.42,43.4,337798.52,274361.08,0.349423617,0.392775014,0
37625,86.17,35.99,67.46,490.02,41.56,337700.09,274361.08,0.296476483,0.407292396,0
33047,86.95,91.78,41.15,481.33,40.94,337601.67,274361.08,0.303963125,0.386992544,0
10399,87,100,0,463.92,39.63,337503.24,274361.08,0.186535791,0.3817885,0
18005,87.04,100,0,447.68,37.14,337404.82,274361.08,0.296313941,0.407667868,0
29716,87.81,93.15,0,430.06,33.97,337306.39,274361.08,0.448792785,0.426437967,0
31129,88,36.27,37.72,400.08,33.97,337207.97,274361.08,0.321103603,0.425145961,0
30568,88,0.66,97.71,370.09,33.67,337109.54,274361.08,0.101661593,0.418338291,0
30202,88.79,7.8,69.42,340.1,33.06,337011.12,274361.08,0.191191018,0.419130773,0
286,89.05,37.94,41.77,310.12,31.58,336912.69,274361.08,0.358390689,0.444960222,0
34861,89.85,71.33,44.47,280.14,30.45,336814.27,274361.08,0.343158633,0.421768837,0
22472,90,17.65,41.6,250.17,29.99,336715.84,274361.08,0.331471324,0.42139139,0
1335,90,0.93,87.82,220.2,29.22,336617.42,274361.08,0.139482543,0.39325539,0
23819,90,0.61,79.78,190.25,29.71,336518.99,274361.08,0.165330887,0.408288725,0
39702,89.58,23.1,81.11,160.31,30.17,336420.57,274361.08,0.241617605,0.401990041,0
33049,89,35.96,56.56,130.39,30.54,336322.14,274361.08,0.271723568,0.411466733,0
12006,89,8.74,91.05,100.48,30.3,336223.72,274361.08,0.129292384,0.38498465,0
35913,89,6.78,87.19,70.58,30.2,336125.29,274361.08,0.140869498,0.382999629,0
35263,89,24.02,59.27,40.68,29.91,336026.87,274361.08,0.250012219,0.387728736,0
30334,89,5.6,74.46,10.98,29.16,335928.44,274361.08,0.28242299,0.394199863,0
39816,88.98,85.07,28.77,0,25.81,335830.66,274361.66,0.361053675,0.39990548,0
32582,88.41,46.33,0,0,19.08,335762.83,274386.53,0.312815994,0.360110328,0
18411,85,100,0,396.38,48.95,337995.37,274459.51,0.458226681,0.444503613,0
32942,88,66.26,26.88,228.16,23.63,346656.79,274459.51,0.282951176,0.383799598,0
41790,86.96,0,78.51,268.94,34.08,340849.7,274459.51,0.161618024,0.402045809,0
10531,88,5.93,91.01,0,22.67,343605.61,274459.51,0.265742451,0.402484424,0
45151,88,45.9,66.66,120.11,20.3,346263.09,274459.51,0.231429636,0.402315781,0
38634,89,40.96,73.12,109.59,18.76,352660.72,274459.51,0.181277022,0.391198583,0
31845,84,73.62,37.74,293.68,53.46,338389.07,274459.51,0.422716886,0.428156592,0
32827,88,57.05,63.6,145.68,20.09,346361.51,274459.51,0.287269503,0.385549404,0
42531,88,69.66,67.91,0,22.56,343211.91,274459.51,0.217481524,0.383082405,0
12904,88,58.12,59.29,0,21.91,343310.33,274459.51,0.332612097,0.399530679,0
47291,88,36.46,56.48,0,21.63,343408.76,274459.51,0.337124676,0.405268855,0
34031,88,99.68,34.22,172.47,20.28,346459.94,274459.51,0.410476267,0.405746848,0
27485,88,99.94,2.24,200.05,21.8,346558.36,274459.51,0.416601866,0.407411046,0
43219,84.88,45.67,0,370.27,52.98,338093.8,274459.51,0.419162452,0.450960957,0
26971,84.1,63.12,4.96,179.68,35.35,340259.15,274459.51,0.319188595,0.404238962,0
2326,84,92.02,0,179.86,53.13,338979.62,274459.51,0.39872086,0.435439237,0
43617,88,80.47,26.72,0,21.19,343507.18,274459.51,0.349957764,0.401602276,0
46701,86.28,0,31.77,257.25,34.65,340751.28,274459.51,0.204118729,0.429662205,0
3777,85.16,0,76.55,205.29,35.02,340456,274459.51,0.138313979,0.427531749,0
37689,84,10.73,0,170.65,35.95,339963.87,274459.51,0.39049843,0.459677279,0
42805,84,0,0,180.51,38.78,339767.02,274459.51,0.455821246,0.482164472,0
37531,84,27.65,0,179.11,44.53,339471.75,274459.51,0.473216772,0.479870886,0
45885,84,80.83,0,169.15,48.66,339274.9,274459.51,0.406805187,0.432425588,0
37684,84,24.93,0,208.04,54.77,338782.77,274459.51,0.433248639,0.47778558,0
14603,84,27.12,0,269.99,54.18,338487.5,274459.51,0.472182572,0.487378538,0
45305,84.13,0,0,344.02,53,338192.22,274459.51,0.376989812,0.434502885,0
45242,86,0,74.29,241.15,34.93,340652.85,274459.51,0.10291034,0.391472764,0
4655,86,0,41.18,222.24,34.97,340554.43,274459.51,0.151488513,0.396611393,0
43460,84.87,0,47.32,190.74,35.02,340357.57,274459.51,0.169750065,0.40751379,0
46664,84,50.99,0,172.83,34.89,340160.72,274459.51,0.411912531,0.429849252,0
43154,84,0,0,170.64,35.27,340062.3,274459.51,0.500921905,0.506492779,0
24914,84,78.56,0,173.26,37.33,339865.45,274459.51,0.391390204,0.420884751,0
46068,84,16.6,0,191.9,39.17,339668.6,274459.51,0.496525824,0.503205247,0
45420,84,96.8,0,190.78,40.53,339570.17,274459.51,0.435465127,0.442565382,0
30034,84,36.81,0,171.6,46.73,339373.32,274459.51,0.479725093,0.49600102,0
8078,84,0,0,169.16,49.91,339176.47,274459.51,0.449065208,0.492963008,0
16320,84,7.06,0,171.99,51.8,339078.05,274459.51,0.416913211,0.4844952,0
46163,84,0,0,192.13,53.87,338881.2,274459.51,0.437798887,0.478067733,0
44524,84,94.59,0,226.82,55.24,338684.35,274459.51,0.434252501,0.434809625,0
46135,84,5.2,0,247.67,54.59,338585.92,274459.51,0.464274257,0.4871355,0
19414,84,0,0,318.43,53.12,338290.65,274459.51,0.397925764,0.438595228,0
22224,88,57.61,25.22,303.26,29.83,353349.7,274459.51,0.302621841,0.376265533,0
37946,88,83.4,42.49,276.99,24.33,353251.28,274459.51,0.277650028,0.365899838,0
35835,88,0,100,250.75,20.64,353152.85,274459.51,0.060815025,0.299790725,0
46390,88,0,99.84,225.17,21,353054.43,274459.51,0.038312603,0.312518999,0
45003,88.29,7.61,94.96,199.58,20.9,352956,274459.51,0.038838308,0.364191346,0
41300,89,6.66,96.46,169.58,20.09,352857.57,274459.51,0.066458732,0.358528383,0
24300,89,1.3,90.23,139.59,19.76,352759.15,274459.51,0.137345955,0.369363018,0
22292,89,3.17,86.18,79.59,16.75,352562.3,274459.51,0.128882796,0.36641974,0
1167,89,16.01,73.13,49.59,12.77,352463.87,274459.51,0.094291084,0.371459499,0
41303,89,20.41,100,19.6,10.93,352365.45,274459.51,0.073277168,0.39181795,0
45147,89,6.71,97.49,0,9.12,352267.02,274459.51,0.144172817,0.395819619,0
34372,89.38,28.41,62.93,0,6.34,352168.6,274459.51,0.282606214,0.412782952,0
47217,89.93,60.51,40.59,0,6.87,352070.17,274459.51,0.206572369,0.472262912,0
3137,90,10.66,66.68,1.29,6.95,351971.75,274459.51,0.165184319,0.504789799,0
34798,90,13.4,78.86,31.27,7.04,351873.32,274459.51,0.1398101,0.418725833,0
27209,89.86,0,99.8,61.26,7.4,351774.9,274459.51,0.060111348,0.389624908,0
12428,89.07,0,100,91.22,7.61,351676.47,274459.51,0.045548823,0.381397233,0
42079,89,19.59,93.03,121.16,8.01,351578.05,274459.51,0.0813106,0.374740027,0
2045,89,9.08,99.02,151.11,8.54,351479.62,274459.51,0.105180927,0.398025401,0
43059,89,30.95,47.08,181.07,10.86,351381.2,274459.51,0.088551894,0.384903327,0
9298,89,0.98,88.79,211.05,8.98,351282.77,274459.51,0.05947889,0.351682566,0
6434,89,25.57,90.84,241.03,8.52,351184.35,274459.51,0.121601462,0.367366448,0
15694,89,25.81,50.31,271.01,16.06,351085.92,274459.51,0.169379279,0.377101898,0
11065,88.92,1.1,58.2,301,14.63,350987.5,274459.51,0.229962543,0.392829143,0
29629,88.65,6.85,63.51,330.98,12.15,350889.07,274459.51,0.166983202,0.378510207,0
39382,88.74,0,95.87,360.97,12.64,350790.65,274459.51,0.060721003,0.371473133,0
45756,88.42,0,97.56,390.96,13.58,350692.22,274459.51,0.061753061,0.410591103,0
40273,88,11.99,79.24,420.95,14.33,350593.8,274459.51,0.073324315,0.387102291,0
43864,88,25.15,63.71,450.94,15.8,350495.37,274459.51,0.13405323,0.379482023,0
10364,88,5.66,64.17,480.94,17.76,350396.95,274459.51,0.124740534,0.390228741,0
36761,88,0,63.53,510.93,19.77,350298.52,274459.51,0.06077864,0.403274894,0
46609,88,0,99.94,540.93,21.67,350200.09,274459.51,0.085293062,0.426712632,0
35339,88,0,38.33,570.92,23.42,350101.67,274459.51,0.136617512,0.413654558,0
737,88,16.63,25.18,600.92,24.33,350003.24,274459.51,0.201304704,0.410289019,0
39577,88,9.01,35.09,630.91,25.04,349904.82,274459.51,0.204981759,0.410022028,0
26087,88,0,99.52,660.91,25.2,349806.39,274459.51,0.071517654,0.425535813,0
6622,88,6.47,94.76,690.91,25.12,349707.97,274459.51,0.114725925,0.409805924,0
33937,87.98,1.14,86.55,720.9,25,349609.54,274459.51,0.086754017,0.390368923,0
3021,87.64,20.66,65.71,750.9,25,349511.12,274459.51,0.139674142,0.397828519,0
37452,87.05,10.61,67.68,780.9,24.96,349412.69,274459.51,0.102700107,0.371029675,0
40939,87.67,5.17,66.5,794,24.81,349314.27,274459.51,0.205288008,0.388034396,0
23831,88,8.21,60.96,788.56,24.52,349215.84,274459.51,0.179694846,0.388440751,0
39625,88,15.49,96.88,784.08,24,349117.42,274459.51,0.112167053,0.36359895,0
4207,88,1.26,91.43,779.74,24.38,349018.99,274459.51,0.159202367,0.372729935,0
45892,88,11.29,96.15,775.72,24.94,348920.57,274459.51,0.126975685,0.361211225,0
36373,88,24.11,86.54,772.03,25,348822.14,274459.51,0.146360502,0.368848816,0
4611,88,41.88,57.04,769.42,25.06,348723.72,274459.51,0.176931754,0.374809727,0
39713,88,14,90.65,767.96,25,348625.29,274459.51,0.084278911,0.356587879,0
37148,88,2,94.17,767.28,24.59,348526.87,274459.51,0.11070212,0.376380272,0
45652,88,62.81,25.53,749.52,24.17,348428.44,274459.51,0.192570493,0.375339091,0
22676,88,29.72,85.42,719.88,20.53,348330.02,274459.51,0.173826531,0.384199061,0
43633,88,11.93,84.26,690.26,19.95,348231.59,274459.51,0.087809309,0.429140814,0
18540,88.45,3.24,64.66,660.68,17.92,348133.17,274459.51,0.087096348,0.487445108,0
45318,88.2,0,100,631.14,16.3,348034.74,274459.51,0.078862697,0.592559911,0
26085,88,18.27,88.8,601.65,16.21,347936.32,274459.51,0.136306554,0.562771261,0
14313,88,63.93,40.63,572.21,17.8,347837.89,274459.51,0.260543108,0.393938348,0
8356,88,92.32,19.8,542.82,21.3,347739.46,274459.51,0.285459518,0.385598987,0
44754,88.85,10.69,84.24,513.51,21.57,347641.04,274459.51,0.114586458,0.356688425,0
44944,88.99,0,100,484.29,21.86,347542.61,274459.51,0.073857926,0.316963568,0
41704,88.4,0,100,455.13,22,347444.19,274459.51,0.042862646,0.316028781,0
47213,88.51,6.34,100,426.03,22,347345.76,274459.51,0.065261081,0.341918357,0
41224,88.92,18.93,93.1,397.05,22.12,347247.34,274459.51,0.142245799,0.422085933,0
44136,88.73,77.27,33.58,368.24,22.85,347148.91,274459.51,0.281012982,0.386800654,0
4235,88.59,33.55,88.13,339.64,23.04,347050.49,274459.51,0.217178136,0.371440314,0
16347,88,14.36,49.32,311.3,23.94,346952.06,274459.51,0.191526338,0.376475528,0
24599,88,0,95.66,283.3,24,346853.64,274459.51,0.147902355,0.373232253,0
34102,88,11.35,75.39,255.75,24,346755.21,274459.51,0.160636827,0.368608348,0
